Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:20:24,2022-03-18 14:20:24,0.720s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:20:24,2022-03-18 14:20:27,2.119s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Edge Chromium 99,,,2022-03-18 14:20:27,2022-03-18 14:20:27,0.466s,PASSED
closeBrowser(),Edge Chromium 99,,,2022-03-18 14:20:27,2022-03-18 14:20:28,1.205s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Edge Chromium 99,,,2022-03-18 14:20:28,2022-03-18 14:20:37,8.458s,PASSED
"openBrowser("""")",Edge Chromium 99,,,2022-03-18 14:20:29,2022-03-18 14:20:31,1.846s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Edge Chromium 99,,,2022-03-18 14:20:31,2022-03-18 14:20:32,1.389s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Edge Chromium 99,,,2022-03-18 14:20:32,2022-03-18 14:20:33,0.769s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Edge Chromium 99,,,2022-03-18 14:20:33,2022-03-18 14:20:33,0.681s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:20:33,2022-03-18 14:20:34,0.680s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:20:34,2022-03-18 14:20:35,1.350s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Edge Chromium 99,,,2022-03-18 14:20:35,2022-03-18 14:20:36,0.468s,PASSED
closeBrowser(),Edge Chromium 99,,,2022-03-18 14:20:36,2022-03-18 14:20:37,0.748s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Edge Chromium 99,,,2022-03-18 14:20:37,2022-03-18 14:20:45,8.015s,PASSED
"openBrowser("""")",Edge Chromium 99,,,2022-03-18 14:20:37,2022-03-18 14:20:38,1.255s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Edge Chromium 99,,,2022-03-18 14:20:38,2022-03-18 14:20:40,1.638s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Edge Chromium 99,,,2022-03-18 14:20:40,2022-03-18 14:20:41,0.917s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Edge Chromium 99,,,2022-03-18 14:20:41,2022-03-18 14:20:41,0.650s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:20:41,2022-03-18 14:20:42,0.676s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:20:42,2022-03-18 14:20:43,1.366s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Edge Chromium 99,,,2022-03-18 14:20:43,2022-03-18 14:20:44,0.461s,PASSED
closeBrowser(),Edge Chromium 99,,,2022-03-18 14:20:44,2022-03-18 14:20:45,0.888s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Edge Chromium 99,,,2022-03-18 14:20:45,2022-03-18 14:20:53,8.259s,PASSED
"openBrowser("""")",Edge Chromium 99,,,2022-03-18 14:20:45,2022-03-18 14:20:46,1.519s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Edge Chromium 99,,,2022-03-18 14:20:46,2022-03-18 14:20:48,1.650s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Edge Chromium 99,,,2022-03-18 14:20:48,2022-03-18 14:20:49,0.862s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Edge Chromium 99,,,2022-03-18 14:20:49,2022-03-18 14:20:50,0.724s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:20:50,2022-03-18 14:20:50,0.665s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:20:50,2022-03-18 14:20:52,1.382s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Edge Chromium 99,,,2022-03-18 14:20:52,2022-03-18 14:20:52,0.458s,PASSED
closeBrowser(),Edge Chromium 99,,,2022-03-18 14:20:52,2022-03-18 14:20:53,0.827s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Edge Chromium 99,,,2022-03-18 14:20:53,2022-03-18 14:21:01,7.955s,PASSED
"openBrowser("""")",Edge Chromium 99,,,2022-03-18 14:20:53,2022-03-18 14:20:55,1.420s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Edge Chromium 99,,,2022-03-18 14:20:55,2022-03-18 14:20:56,1.627s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Edge Chromium 99,,,2022-03-18 14:20:56,2022-03-18 14:20:57,0.727s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Edge Chromium 99,,,2022-03-18 14:20:57,2022-03-18 14:20:58,0.701s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:20:58,2022-03-18 14:20:58,0.674s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:20:58,2022-03-18 14:21:00,1.316s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Edge Chromium 99,,,2022-03-18 14:21:00,2022-03-18 14:21:00,0.481s,PASSED
closeBrowser(),Edge Chromium 99,,,2022-03-18 14:21:00,2022-03-18 14:21:01,0.787s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Edge Chromium 99,,,2022-03-18 14:21:01,2022-03-18 14:21:09,7.707s,PASSED
"openBrowser("""")",Edge Chromium 99,,,2022-03-18 14:21:01,2022-03-18 14:21:02,1.258s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Edge Chromium 99,,,2022-03-18 14:21:02,2022-03-18 14:21:04,1.644s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Edge Chromium 99,,,2022-03-18 14:21:04,2022-03-18 14:21:05,0.726s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Edge Chromium 99,,,2022-03-18 14:21:05,2022-03-18 14:21:05,0.700s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:21:05,2022-03-18 14:21:06,0.660s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:21:06,2022-03-18 14:21:07,1.327s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Edge Chromium 99,,,2022-03-18 14:21:07,2022-03-18 14:21:08,0.462s,PASSED
closeBrowser(),Edge Chromium 99,,,2022-03-18 14:21:08,2022-03-18 14:21:09,0.767s,PASSED
,,,,,,,
Test Cases/Login/Positive/Successful login,Edge Chromium 99,,,2022-03-18 14:21:09,2022-03-18 14:21:19,10.218s,PASSED
"openBrowser("""")",Edge Chromium 99,,,2022-03-18 14:21:10,2022-03-18 14:21:11,1.464s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Edge Chromium 99,,,2022-03-18 14:21:11,2022-03-18 14:21:13,1.532s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Edge Chromium 99,,,2022-03-18 14:21:13,2022-03-18 14:21:13,0.725s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Edge Chromium 99,,,2022-03-18 14:21:13,2022-03-18 14:21:14,0.755s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Edge Chromium 99,,,2022-03-18 14:21:14,2022-03-18 14:21:15,0.807s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Edge Chromium 99,,,2022-03-18 14:21:15,2022-03-18 14:21:17,1.825s,PASSED
"verifyElementPresent(findTestObject(""Page_Menu - Unit4 ERP/img_PSO 3.1 Global_u4_applicationlogo-1020""), 0)",Edge Chromium 99,,,2022-03-18 14:21:17,2022-03-18 14:21:19,2.259s,PASSED
