Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:19:53,2022-03-18 14:19:54,1.430s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:19:54,2022-03-18 14:19:55,0.822s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:19:55,2022-03-18 14:19:56,0.691s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:19:56,2022-03-18 14:19:56,0.709s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:19:56,2022-03-18 14:19:58,1.639s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:19:58,2022-03-18 14:19:58,0.509s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:19:58,2022-03-18 14:19:59,0.935s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:19:59,2022-03-18 14:20:08,8.621s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:00,2022-03-18 14:20:02,1.908s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:02,2022-03-18 14:20:03,1.546s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:03,2022-03-18 14:20:04,0.861s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:04,2022-03-18 14:20:05,0.718s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:05,2022-03-18 14:20:05,0.714s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:05,2022-03-18 14:20:07,1.332s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:20:07,2022-03-18 14:20:07,0.471s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:20:07,2022-03-18 14:20:08,0.734s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:20:08,2022-03-18 14:20:18,9.615s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:08,2022-03-18 14:20:11,2.374s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:11,2022-03-18 14:20:12,1.482s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:12,2022-03-18 14:20:13,0.852s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:13,2022-03-18 14:20:14,0.742s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:14,2022-03-18 14:20:15,0.752s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:15,2022-03-18 14:20:16,1.829s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:20:16,2022-03-18 14:20:17,0.439s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:20:17,2022-03-18 14:20:18,0.708s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:20:18,2022-03-18 14:20:28,10.338s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:18,2022-03-18 14:20:19,1.573s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:19,2022-03-18 14:20:21,1.885s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:21,2022-03-18 14:20:22,0.781s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:22,2022-03-18 14:20:23,0.761s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:23,2022-03-18 14:20:24,0.707s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:24,2022-03-18 14:20:25,1.442s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:20:25,2022-03-18 14:20:26,0.880s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:20:26,2022-03-18 14:20:28,2.094s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:20:28,2022-03-18 14:20:37,8.993s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:28,2022-03-18 14:20:30,1.992s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:30,2022-03-18 14:20:32,1.331s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:32,2022-03-18 14:20:33,0.802s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:33,2022-03-18 14:20:33,0.700s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:33,2022-03-18 14:20:34,0.658s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:34,2022-03-18 14:20:35,1.349s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:20:35,2022-03-18 14:20:36,0.471s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:20:36,2022-03-18 14:20:37,1.146s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:20:37,2022-03-18 14:20:45,8.517s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:37,2022-03-18 14:20:39,1.863s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:39,2022-03-18 14:20:40,1.253s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:40,2022-03-18 14:20:41,0.822s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:41,2022-03-18 14:20:42,0.664s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:42,2022-03-18 14:20:43,0.804s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:43,2022-03-18 14:20:44,1.305s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:20:44,2022-03-18 14:20:44,0.449s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:20:44,2022-03-18 14:20:45,1.165s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:20:45,2022-03-18 14:20:54,8.033s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:46,2022-03-18 14:20:48,2.045s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:48,2022-03-18 14:20:49,1.220s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:49,2022-03-18 14:20:50,0.773s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:50,2022-03-18 14:20:50,0.659s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:50,2022-03-18 14:20:51,0.704s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:51,2022-03-18 14:20:52,1.175s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:20:52,2022-03-18 14:20:53,0.453s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:20:53,2022-03-18 14:20:54,0.723s,PASSED
,,,,,,,
Test Cases/Login/Negative/Failed login,Chrome 99.0.4844.74,,,2022-03-18 14:20:54,2022-03-18 14:21:01,7.896s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:20:54,2022-03-18 14:20:56,1.940s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:20:56,2022-03-18 14:20:57,1.324s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:20:57,2022-03-18 14:20:58,0.671s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:20:58,2022-03-18 14:20:58,0.695s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:20:58,2022-03-18 14:20:59,0.711s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:20:59,2022-03-18 14:21:00,1.232s,PASSED
"verifyElementPresent(findTestObject(""Page_Login - Unit4 ERP/td""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:21:00,2022-03-18 14:21:01,0.440s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-18 14:21:01,2022-03-18 14:21:01,0.702s,PASSED
,,,,,,,
Test Cases/Login/Positive/Successful login,Chrome 99.0.4844.74,,,2022-03-18 14:21:01,2022-03-18 14:21:12,10.685s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-18 14:21:02,2022-03-18 14:21:04,1.526s,PASSED
"navigateToUrl(""https://indmodsan.unit4.com/SDX_PSO/Login/Login.aspx?ReturnUrl=%2fSDX_PSO%2f"")",Chrome 99.0.4844.74,,,2022-03-18 14:21:04,2022-03-18 14:21:05,1.184s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_User name_ctl10name""), UserName)",Chrome 99.0.4844.74,,,2022-03-18 14:21:05,2022-03-18 14:21:06,0.777s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Client_ctl10client""), Client)",Chrome 99.0.4844.74,,,2022-03-18 14:21:06,2022-03-18 14:21:07,0.684s,PASSED
"setText(findTestObject(""Page_Login - Unit4 ERP/input_Password_ctl10password""), Password)",Chrome 99.0.4844.74,,,2022-03-18 14:21:07,2022-03-18 14:21:07,0.738s,PASSED
"click(findTestObject(""Page_Login - Unit4 ERP/Login_Button""))",Chrome 99.0.4844.74,,,2022-03-18 14:21:07,2022-03-18 14:21:10,2.334s,PASSED
"verifyElementPresent(findTestObject(""Page_Menu - Unit4 ERP/img_PSO 3.1 Global_u4_applicationlogo-1020""), 0)",Chrome 99.0.4844.74,,,2022-03-18 14:21:10,2022-03-18 14:21:12,2.400s,PASSED
